10101,854814,n:m,961177
10101,852789,n:m,
3029,851865,n:m,
3029,854205,n:m,
81889,855553,1:1,1199762
6123,854229,n:1,
6187,852754,1:1,1166785
10607,850919,1:1,960954
64223,855726,1:1,960934
283871,851362,n:1,1211389
527,856686,1:m,1152270
527,855842,1:m,
23524,856020,1:1,
51025,853340,1:1,
9093,850530,1:1,960830
124404,850358,n:m,
124404,856507,n:m,
124404,853539,n:m,
56052,852407,1:1,1228374
18,852902,1:1,
5373,850499,n:1,1153490
4682,854814,n:m,
4682,852789,n:m,960952
780776,851657,n:1,
2935,851752,n:1,
2072,856085,1:1,1224699
